ScreenResolution,Cpu,Ram,Gpu,Weight,Price_in_euros,Cpu_Brand,SSD,HDD,Flash_Storage,Hybrid,Performance,Company_Apple,Company_Asus,Company_Chuwi,Company_Dell,Company_Fujitsu,Company_Google,Company_HP,Company_Huawei,Company_LG,Company_Lenovo,Company_MSI,Company_Mediacom,Company_Microsoft,Company_Razer,Company_Samsung,Company_Toshiba,Company_Vero,Company_Xiaomi,TypeName_Gaming,TypeName_Netbook,TypeName_Notebook,TypeName_Ultrabook,TypeName_Workstation,OpSys_Chrome OS,OpSys_Linux,OpSys_Mac OS X,OpSys_No OS,OpSys_Windows 10,OpSys_Windows 10 S,OpSys_Windows 7,OpSys_macOS,Resolution_Full HD,Resolution_Others,Gpu_Brand_ARM,Gpu_Brand_Intel,Gpu_Brand_Nvidia
Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,Intel HD Graphics 520,2.15,462.35,Intel,0,1000,0,0,8.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,1.86,397.0,Intel,0,500,0,0,8.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,1.99,1729.0,Intel,512,0,0,0,16.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,2.2,499.0,Intel,128,0,0,0,8.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.9,1116.99,Intel,256,0,0,0,16.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1070,4.42,2699.0,Intel,256,1000,0,0,32.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1600x900,Intel Core i3 6006U 2GHz,8,Intel HD Graphics 520,2.65,544.15,Intel,0,1000,0,0,16.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,Nvidia GeForce 930MX,2.63,1280.0,Intel,0,1000,0,0,16.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,Intel HD Graphics 500,2.0,224.0,Intel,0,500,0,0,8.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
IPS Panel Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,4,Intel HD Graphics,1.35,255.0,Intel,0,0,32,0,8.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
1600x900,Intel Core i7 7500U 2.7GHz,6,Nvidia GeForce 940MX,2.8,949.0,Intel,128,1000,0,0,12.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
IPS Panel Full HD 1920x1080,AMD A10-Series A10-9620P 2.5GHz,6,AMD Radeon 530,1.91,568.9,AMD,128,0,0,0,6.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1366x768,Intel Core i3 6006U 2GHz,4,AMD Radeon R5 M420,2.18,617.9,Intel,0,1000,0,0,8.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
IPS Panel Full HD / Touchscreen 1920x1080,Intel Celeron Dual Core N3350 2.0GHz,4,Intel HD Graphics 500,1.25,349.0,Intel,0,0,32,0,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4,Intel HD Graphics 620,2.05,630.0,Intel,128,0,0,0,8.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core M 6Y75 1.2GHz,16,Intel HD Graphics 515,1.16,1965.0,Intel,512,0,0,0,32.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,Nvidia Quadro M620M,3.4,2999.0,Intel,256,0,0,0,16.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,Nvidia GeForce GTX 1050,2.5,839.0,Intel,128,1000,0,0,16.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 8250U 1.6GHz,8,Intel UHD Graphics 620,1.21,1599.0,Intel,128,0,0,0,16.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
1366x768,Intel Core i5 7300U 2.6GHz,4,Intel HD Graphics 620,1.93,959.0,Intel,0,500,0,0,8.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
1366x768,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,2.2,739.0,Intel,0,1000,0,0,16.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
Full HD 1920x1080,Intel Pentium Quad Core N4200 1.1GHz,4,Intel HD Graphics 505,2.2,344.0,Intel,0,500,0,0,8.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
1366x768,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,2.02,990.0,Intel,0,500,0,0,8.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
1600x900,Intel Core i5 7440HQ 2.8GHz,8,Nvidia Quadro M1200,3.14,1860.99,Intel,0,500,0,0,16.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True
1366x768,Intel Pentium Quad Core N3710 1.6GHz,8,Intel HD Graphics 405,1.94,389.0,Intel,0,2000,0,0,16.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
IPS Panel Full HD 1920x1080,AMD A9-Series A9-9420 3GHz,6,AMD Radeon 530,1.95,649.0,AMD,256,0,0,0,6.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,2.3,830.0,Intel,256,0,0,0,16.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,Intel HD Graphics 620,2.05,685.0,Intel,0,500,0,0,8.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,4,Intel HD Graphics,1.4,249.0,Intel,32,0,0,0,8.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16,Intel HD Graphics 620,1.24,1865.0,Intel,512,0,0,0,32.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32,Nvidia GeForce GTX 1070,4.6,2663.0,Intel,256,1000,0,0,64.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,16,Nvidia GeForce GTX 1070,4.14,2729.0,Intel,512,1000,0,0,32.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,AMD Radeon R5 M430,2.2,749.01,Intel,256,0,0,0,16.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
IPS Panel Full HD 1920x1080,Intel Celeron Quad Core N3450 1.1GHz,4,Intel HD Graphics 500,1.45,389.0,Intel,32,0,0,0,8.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
1366x768,Intel Core i5 7300U 2.6GHz,8,Intel HD Graphics 620,1.9,1008.52,Intel,0,500,0,0,16.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4,Intel HD Graphics 620,1.49,719.0,Intel,128,0,0,0,8.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,16,Nvidia GeForce 930MX,1.93,1537.39,Intel,256,0,0,0,32.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,Intel HD Graphics 400,1.26,295.0,Intel,0,0,16,0,8.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16,Nvidia GeForce GTX 980M,4.5,2349.0,Intel,128,1000,0,0,32.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1050,3.78,1498.0,Intel,256,1000,0,0,32.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,12,Intel HD Graphics 520,1.4,1673.0,Intel,256,0,0,0,24.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Touchscreen 1366x768,Intel Core i7 8550U 1.8GHz,12,Intel HD Graphics 620,2.2,609.0,Intel,0,1000,0,0,24.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,Nvidia GeForce GTX 1060,2.73,1770.0,Intel,128,1000,0,0,16.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 520,2.2,739.0,Intel,0,1000,0,0,16.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
Full HD 1920x1080,AMD A12-Series 9720P 3.6GHz,12,AMD Radeon 530,2.2,949.0,AMD,512,0,0,0,12.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Touchscreen 1366x768,Intel Core M 7Y30 1.0GHz,4,Intel HD Graphics 615,1.39,603.0,Intel,128,0,0,0,8.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1050,2.5,1699.0,Intel,128,1000,0,0,32.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,2.8,529.0,Intel,0,500,0,0,8.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
1366x768,Intel Core i3 6100U 2.3GHz,8,Intel HD Graphics 520,2.29,459.0,Intel,0,1000,0,0,16.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,1.37,2025.0,Intel,512,0,0,0,16.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,Intel HD Graphics 630,1.7,1474.0,Intel,256,0,0,0,16.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.34,1670.0,Intel,256,0,0,0,16.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Full HD / Touchscreen 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,Nvidia Quadro M620,2.06,1763.0,Intel,256,0,0,0,16.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True
Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,1.84,1219.0,Intel,256,0,0,0,16.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
1366x768,Intel Core i3 7100U 2.4GHz,4,Intel HD Graphics 620,2.1,668.48,Intel,0,500,0,0,8.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
Full HD 1920x1080,Intel Celeron Quad Core N3450 1.1GHz,4,Intel HD Graphics 500,1.6,329.0,Intel,0,0,32,0,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16,Nvidia GeForce GTX 970M,4.14,2199.0,Intel,128,1000,0,0,32.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1366x768,Intel Core i3 6006U 2GHz,4,AMD Radeon R5 M420,2.18,465.0,Intel,0,1000,0,0,8.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1060,1.8,2299.0,Intel,256,2000,0,0,32.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,Intel HD Graphics 520,2.2,1399.0,Intel,256,0,0,0,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6,Intel HD Graphics 620,2.4,564.0,Intel,0,1000,0,0,12.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,Intel HD Graphics 630,2.0,1299.0,Intel,256,0,0,0,16.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
1366x768,Intel Pentium Quad Core N3710 1.6GHz,4,Intel HD Graphics 405,1.6,349.0,Intel,0,0,128,0,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
IPS Panel 4K Ultra HD 3840x2160,Intel Xeon E3-1535M v6 3.1GHz,32,Nvidia Quadro M2200M,2.5,4899.0,Intel,1000,0,0,0,64.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,Nvidia GeForce GTX 960<U+039C>,2.59,879.01,Intel,0,1000,0,0,32.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1366x768,Intel Core i3 6006U 2.0GHz,4,Intel HD Graphics 520,2.18,443.9,Intel,0,1000,0,0,8.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
1366x768,Intel Core i3 6006U 2.0GHz,4,Intel HD Graphics 520,2.25,359.0,Intel,0,1000,0,0,8.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
1366x768,Intel Core i5 7300U 2.6GHz,4,Intel HD Graphics 620,1.93,869.0,Intel,0,500,0,0,8.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050,3.0,1168.0,Intel,128,1000,0,0,16.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,AMD Radeon R5 M420,2.18,569.0,Intel,128,0,0,0,8.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,1.84,1389.0,Intel,512,0,0,0,16.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1070,2.94,2267.86,Intel,256,1000,0,0,32.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
IPS Panel Touchscreen 1366x768,Intel Celeron Quad Core N3160 1.6GHz,4,Intel HD Graphics 400,1.25,379.0,Intel,0,0,32,0,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
1366x768,Intel Core i5 7300U 2.6GHz,8,Intel HD Graphics 620,2.31,1124.0,Intel,256,0,0,0,16.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,Intel HD Graphics 520,1.65,1465.0,Intel,256,0,0,0,16.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,AMD Radeon 530,2.2,776.0,Intel,0,1000,0,0,8.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1366x768,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,2.2,799.0,Intel,256,0,0,0,16.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
1366x768,Intel Core i5 6200U 2.3GHz,4,Intel HD Graphics 520,1.88,932.0,Intel,0,500,0,0,8.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,Nvidia GeForce 920MX,2.2,899.0,Intel,0,1000,0,0,16.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,2,Intel HD Graphics,1.4,239.0,Intel,0,0,32,0,4.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,2.2,468.0,Intel,128,0,0,0,8.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,6,Intel HD Graphics 620,1.5,639.01,Intel,0,1000,0,0,12.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050,2.0,1820.0,Intel,256,0,0,0,16.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,Intel HD Graphics 620,1.1,1900.0,Intel,512,0,0,0,32.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1050 Ti,2.62,1479.0,Intel,256,1000,0,0,32.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,Intel UHD Graphics 620,1.8,829.0,Intel,256,0,0,0,8.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,Nvidia GeForce 920MX ,2.2,579.0,Intel,0,1000,0,0,8.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1366x768,Intel Celeron Dual Core N3350 1.1GHz,8,Intel HD Graphics 500,2.0,399.0,Intel,0,1000,0,0,16.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,Nvidia GeForce GTX 1050,1.99,906.62,Intel,0,1000,0,0,16.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
Quad HD+ / Touchscreen 3200x1800,Intel Core i5 8250U 1.6GHz,8,Intel UHD Graphics 620,1.23,1869.0,Intel,256,0,0,0,16.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
1366x768,Intel Celeron Dual Core N3060 1.6GHz,2,Intel HD Graphics 400,1.42,249.0,Intel,0,0,32,0,4.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,1.37,1757.42,Intel,256,0,0,0,16.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1050,2.06,2399.0,Intel,1000,0,0,0,32.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050M,2.5,1109.0,Intel,128,1000,0,0,16.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
